sample_name	metric	marker	niche	a	b	slope_a	geodiversity_a	slope_b	geodiversity_b	withinamong	distance
720	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3019	O1	Homogenous	O2	Homogenous	within Homogenous	0.6865295601773422
721	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3025	O1	Homogenous	O3	Homogenous	within Homogenous	0.7468638814073274
722	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3026	O1	Homogenous	O3	Homogenous	within Homogenous	0.708220235832065
723	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3028	O1	Homogenous	O3	Homogenous	within Homogenous	0.7944426766067569
724	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3029	O1	Homogenous	O3	Homogenous	within Homogenous	0.7565681351402629
725	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3036	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7292444160669027
726	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3037	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7910906305279509
727	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3038	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7751395361155299
728	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3039	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7581461983262102
729	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3045	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7897465524808863
730	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3046	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7282754459335633
731	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3047	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7657111001322741
732	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3049	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7091498054528754
733	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3055	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6846277087775882
734	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3056	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7672321104540993
735	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3057	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7767784716991392
736	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3058	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7251975659958624
737	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3059	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7370280612606196
738	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3015	O1	Homogenous	O2	Homogenous	within Homogenous	0.6539818467058359
739	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3016	O1	Homogenous	O2	Homogenous	within Homogenous	0.6791959508332651
740	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3017	O1	Homogenous	O2	Homogenous	within Homogenous	0.6855423698750368
741	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3018	O1	Homogenous	O2	Homogenous	within Homogenous	0.6490812419453703
742	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3019	O1	Homogenous	O2	Homogenous	within Homogenous	0.670084564675146
743	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3025	O1	Homogenous	O3	Homogenous	within Homogenous	0.71481612265899
744	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3026	O1	Homogenous	O3	Homogenous	within Homogenous	0.6955122886478272
745	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3028	O1	Homogenous	O3	Homogenous	within Homogenous	0.7925511822061466
746	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3029	O1	Homogenous	O3	Homogenous	within Homogenous	0.6071228833864777
747	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3036	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6693492244312306
748	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3037	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7334875869629148
749	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3038	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7251563824238006
750	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3039	O1	Homogenous	H1	Heterogenous	among geodiversity	0.675195361852233
751	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3045	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6798780236050214
752	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3046	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6218017659291951
753	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3047	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6740835780668115
754	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3049	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7053575374487213
755	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3055	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6869745762498757
756	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3056	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6442532173855647
757	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3057	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6801691144229127
758	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3058	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6873441804119561
759	unweighted	ITS1	Intershrub	ITS-AS3006	ITS-AS3059	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6634028228490949
760	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3015	O1	Homogenous	O2	Homogenous	within Homogenous	0.6923409020205232
761	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3016	O1	Homogenous	O2	Homogenous	within Homogenous	0.6498735572839371
762	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3017	O1	Homogenous	O2	Homogenous	within Homogenous	0.7037380686074616
763	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3018	O1	Homogenous	O2	Homogenous	within Homogenous	0.7324764943112053
764	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3019	O1	Homogenous	O2	Homogenous	within Homogenous	0.6186697512878415
765	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3025	O1	Homogenous	O3	Homogenous	within Homogenous	0.7242891382938517
766	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3026	O1	Homogenous	O3	Homogenous	within Homogenous	0.7089593960082008
767	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3028	O1	Homogenous	O3	Homogenous	within Homogenous	0.7603565834849532
768	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3029	O1	Homogenous	O3	Homogenous	within Homogenous	0.6628552061272975
769	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3036	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6296063041946408
770	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3037	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7189615840779204
771	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3038	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7817603407837201
772	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3039	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6318420621915856
773	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3045	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7291644808833786
774	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3046	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6531767644609809
775	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3047	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6476658687707963
776	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3049	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6591594960410496
777	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3055	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6852404901906266
778	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3056	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6412810151038065
779	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3057	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7035089023611221
780	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3058	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6078529248177081
781	unweighted	ITS1	Intershrub	ITS-AS3007	ITS-AS3059	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7276777384185967
782	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3015	O1	Homogenous	O2	Homogenous	within Homogenous	0.6867118587600118
783	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3016	O1	Homogenous	O2	Homogenous	within Homogenous	0.6464508634142715
784	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3017	O1	Homogenous	O2	Homogenous	within Homogenous	0.7080852029860063
785	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3018	O1	Homogenous	O2	Homogenous	within Homogenous	0.613962147691297
786	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3019	O1	Homogenous	O2	Homogenous	within Homogenous	0.6727371080776757
787	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3025	O1	Homogenous	O3	Homogenous	within Homogenous	0.7021813440557524
788	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3026	O1	Homogenous	O3	Homogenous	within Homogenous	0.6874974510103716
789	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3028	O1	Homogenous	O3	Homogenous	within Homogenous	0.8260312563526403
790	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3029	O1	Homogenous	O3	Homogenous	within Homogenous	0.6950379957577997
791	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3036	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6864974695500592
792	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3037	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7720542227285455
793	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3038	O1	Homogenous	H1	Heterogenous	among geodiversity	0.8335070895479392
794	unweighted	ITS1	Intershrub	ITS-AS3008	ITS-AS3039	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6656909779370183
