sample_name	metric	marker	niche	a	b	slope_a	geodiversity_a	slope_b	geodiversity_b	withinamong	distance
680	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3023	O1	Homogenous	O3	Homogenous	within Homogenous	0.6887793817078284
681	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3031	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7463801434628062
682	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3032	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6892640526024515
683	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3033	O1	Homogenous	H1	Heterogenous	among geodiversity	0.7666221806962429
684	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3034	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6974367393286387
685	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3040	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7959255403011433
686	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3041	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7885987551223773
687	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3042	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7490292615306117
688	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3044	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6973247300701454
689	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3050	O1	Homogenous	H3	Heterogenous	among geodiversity	0.8604524895754782
690	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3051	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7121854485249247
691	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3052	O1	Homogenous	H3	Heterogenous	among geodiversity	0.777321446770896
692	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3053	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7361888532369888
693	unweighted	ITS1	Shrub	ITS-AS3003	ITS-AS3054	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7400585049148263
694	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3010	O1	Homogenous	O2	Homogenous	within Homogenous	0.6556384062288074
695	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3011	O1	Homogenous	O2	Homogenous	within Homogenous	0.7243905410676222
696	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3012	O1	Homogenous	O2	Homogenous	within Homogenous	0.6372645809925157
697	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3013	O1	Homogenous	O2	Homogenous	within Homogenous	0.7762355417185837
698	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3014	O1	Homogenous	O2	Homogenous	within Homogenous	0.58815078559441
699	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3020	O1	Homogenous	O3	Homogenous	within Homogenous	0.6694603914226845
700	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3021	O1	Homogenous	O3	Homogenous	within Homogenous	0.5667304232153205
701	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3022	O1	Homogenous	O3	Homogenous	within Homogenous	0.7086324749174209
702	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3023	O1	Homogenous	O3	Homogenous	within Homogenous	0.5274813014356133
703	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3031	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6902779914683276
704	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3032	O1	Homogenous	H1	Heterogenous	among geodiversity	0.732827555424587
705	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3033	O1	Homogenous	H1	Heterogenous	among geodiversity	0.5756214771453744
706	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3034	O1	Homogenous	H1	Heterogenous	among geodiversity	0.6680677197365351
707	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3040	O1	Homogenous	H2	Heterogenous	among geodiversity	0.7245986464599633
708	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3041	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6935176391950799
709	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3042	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6734337979599874
710	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3044	O1	Homogenous	H2	Heterogenous	among geodiversity	0.6671807940174542
711	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3050	O1	Homogenous	H3	Heterogenous	among geodiversity	0.8616937062099884
712	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3051	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6678792223325226
713	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3052	O1	Homogenous	H3	Heterogenous	among geodiversity	0.7297384276779881
714	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3053	O1	Homogenous	H3	Heterogenous	among geodiversity	0.71697264486334
715	unweighted	ITS1	Shrub	ITS-AS3004	ITS-AS3054	O1	Homogenous	H3	Heterogenous	among geodiversity	0.6851223683919181
716	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3015	O1	Homogenous	O2	Homogenous	within Homogenous	0.7026927136535666
717	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3016	O1	Homogenous	O2	Homogenous	within Homogenous	0.7156779951871627
718	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3017	O1	Homogenous	O2	Homogenous	within Homogenous	0.6962852418993483
719	unweighted	ITS1	Intershrub	ITS-AS3005	ITS-AS3018	O1	Homogenous	O2	Homogenous	within Homogenous	0.8048908994194991
