pathway	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
METHGLYUT-PWY	0.08213133884228814	0.029879619149573742	0.02684401682604665	0.01286329425857633	0.01793526020059599	0.1676670432658012	0.015598572143240298	0.02190404619086218	0.0036123907351375954	0.08674486333587597	0.06779922740402425	0.03727572329702287	0.03184484473313249	0.07822875511304778	0.012634107201794665	0.02742176152770927	0.03209646814405109	0.04469319583662726	0.04649288496141057	-0.021054863996213903	-0.03094310242778502	0.04567499823311028	0.015679835329482614	0.04551761248822817	0.04577829695789738	0.09422888741495179	0.040469122640955195	0.03764134785241147	-0.01152294854098153	0.12488703226044957	0.061466834694198925	-0.0004002170773359986	-0.07622711480069928	0.06719969113274	0.09641262002000885	0.10948686666258511	-0.04529460034542848	0.03534268994436723	0.04804656438267442	0.026404516770150335	0.08468901881637102	0.07146219878003834	0.08794892933775122	0.0017206410589186256	0.12624794801040695	0.08146235257828174	0.0420565735180027	0.042801137926336295	0.055906058712307985	0.03675737033653681	0.127775750424402	0.011729897302859766	0.06818605147657307	0.10410082732469893	-0.018058921881672674	-7.836731223908602e-05	0.003604075843495982	-0.019527584001035384	0.10186953709962197	0.11235600515418363	0.04000237382942594	0.059060179784408105	-0.017580824026031693	0.03564065163267971	0.04562262544756846	-0.043598393754433105	0.09624504059796507	0.11135147737372804	0.05368555752399916	0.014055969940083787	0.03500970936334591	0.04568443459397254	0.07919367820102462	-0.08539411062312885	0.03090275112798582	0.028154796794591937	-0.015975870726361974	-0.03055086567019799	-0.015058970502070185	0.03740081876161251	-0.01698172411977233	0.07646066052387337	0.0549748847043812	0.04779563353647508	0.02058373201753675	0.06316606698918159	0.017002723353291792	0.07160198547937621	0.006712706383703309	0.13941684438262303	-0.004692517803358143	0.014179786478093459	-0.0004845532483189656	0.1025919416506812	0.06067342970831888	0.029289349275710138	0.08531617993500884	0.00616830387934257	-0.0011268406212609475	0.06067342970831888
METHYLGALLATE-DEGRADATION-PWY	0.054348918585230395	-0.005242877600027164	0.006178648929116462	0.06192153049910238	0.015228004248500305	0.1037581450282436	0.075523800008682	0.0742042931062098	0.08222563764676981	0.007876748715583684	0.0074179563404425065	0.03614350047991407	0.00544531427476774	0.008363729475243484	-0.009365827659263781	0.07623841002848765	0.00248616979748653	0.10459904611104101	0.04531521217817691	0.06468539410983215	0.11147659688889633	0.06959853115990912	0.010024073175589019	0.03147382020782014	0.0932560473384483	-0.01037994842095583	0.0648103133848372	0.033224583009645065	-0.04247821784598033	0.05388709287212995	0.08463444907860967	-0.009390990555851422	0.04768348395044972	0.019525741929156216	0.12145928157218625	0.06782844216239368	0.08415445860553258	0.034811912181030476	0.028009229027536553	0.06923289913471549	0.0830527518428177	0.037394578897748346	0.01721914183251785	0.06994261440544886	0.0371419148167824	-0.027948460048649097	0.0818984304840832	0.028927222263135707	0.03243921671069363	-0.037784861701248715	0.03734606592790661	0.054878764482249535	0.07488014612364159	0.05235647792668834	0.031374986401049854	0.06392576435392894	0.0802398733458923	0.04257894451156373	0.02240585010410811	0.08415959771729192	0.06945643387847447	0.08059241844492845	0.0307069721662601	0.08312390397206885	0.0275576718613093	0.01143019664066349	-0.03877367252297859	0.09995598282554789	0.08252378232829753	0.06814197996039749	0.032821813154395675	0.05720429880908217	0.08030055397501591	0.012607159241141837	0.10493420183502487	0.06662568461588547	0.1054939207614132	-0.0010542909269084346	0.05299870043541517	0.019678258095994886	0.07052213657027206	0.0949958298228973	0.043501532005442815	0.07171497883545827	0.06619360407001158	0.0035799782319961126	0.11964317873044933	0.07673502448776581	0.04572446453550627	0.043930536702104554	-0.04615468685924523	0.045910095526224624	0.040835294195066915	0.08211394101065478	0.04348523822708941	0.06666821728376976	0.04838838707426441	0.05018709000653099	0.07574051928893001	0.04348523822708941
NAD-BIOSYNTHESIS-II	0.07530589345197189	0.12688974277004178	0.1312656655270292	0.07989176587406921	0.04247931081441455	0.08960044886379667	0.07951347998766314	0.10013882718120926	0.07978075890098643	0.03910523829755998	0.050495316411318096	0.15977500050033222	0.10320552556880239	0.10227287370592758	0.13943586876014222	0.08184036667076362	0.07218946949824218	0.11068340228153313	0.027798004934515962	0.03217495381640853	0.12251164975236882	0.05636417386286672	0.1294621624327508	0.0824975412578035	0.07234057615206578	0.14213894454159137	0.0021568312124934813	0.12585756137737572	0.0943496192741082	0.0626400696459006	0.0908629343091516	0.13900863796257554	0.13950213565925101	-0.004685598829506986	0.04758114601020655	0.06636389909239024	0.08614231099561402	0.11059704986678456	0.12929192517737173	0.02867890958233659	-0.006543960198313932	0.08505237859819433	0.11225921476797111	0.07308501851077312	-0.0627036369307353	0.06473675558865633	0.02436815233307542	0.15980584231957465	0.048981769257986606	0.10894468024638522	0.12165588970649982	0.053259239365475296	0.12680449432323396	0.13507536496408867	0.08880807967153918	0.09169495138577156	0.07681353843683607	0.01462488252600557	0.033090512154607545	0.06384876834846881	0.10012926364655032	0.03238028932518409	0.018383255301425098	-0.008620377982898803	0.011080135652962435	0.027569040984212766	0.06707937481640926	0.14367992055244228	0.11637350863891592	0.020002587424406186	0.07036089728688999	0.08177520943437058	0.04409594818267459	0.01593509416818468	0.040870436299721896	0.08763770530161429	0.1146990062247065	0.0500504975269351	0.06246498965410839	0.0887905017146035	0.11795217679698212	0.033006285494574544	0.032441635386026124	0.1083806738016788	0.06300671639327449	0.07100167666023671	0.06441126386630719	-0.04980345211417254	0.12746464194032264	0.09607974393215231	0.027709332481994895	0.06299544570577188	0.11312878115924807	0.0741553774949196	0.055959554109435025	0.01656721780364734	0.08436643314630361	0.09447895100789216	0.11039900208286542	0.055959554109435025
NADSYN-PWY	0.10343457666900363	0.12794868707270834	0.08542066754983131	0.11904270954136971	0.08677951198200583	0.06379455131536375	0.08707772798973074	0.08400802281842057	0.052710914989022035	0.05959249477821413	0.02813272615295223	0.12268714219128887	0.09713400252287048	0.13121905576299908	0.12211938829779935	-0.02708193950523645	0.021552133740062283	0.13505404862711198	0.12857741415979324	0.0739232188974197	0.1280052047497188	-0.021329329251896404	0.1681369860986617	0.1347697071265556	0.03125874128787981	0.11216813193847487	0.08113709853147812	0.07445129376767591	0.06633852957375667	0.16641754482752125	0.1448620412017831	0.09120039256622253	0.12944413887149891	0.080304365298996	0.05553837616692781	0.07723542256213889	0.0032772581320908672	0.05104838356813188	0.12932820866948214	0.06705353598755903	0.06005859611344036	0.012941841072950884	0.036428214403801396	0.04263412497003824	0.07073221455155705	0.12326400405940204	0.011709981711400872	0.13292555618808377	0.11339716739853341	0.1286707218342475	0.07436503134890458	0.0918928414525299	0.1715424836696962	0.11228228038388643	0.05489136159932572	0.10941889436631574	0.07866542083759649	0.09710983980505349	0.012034686949794943	0.05429090143592154	0.08128644830806041	0.08539211051407052	0.02080180297671174	0.07531620450031015	0.05264256349041348	0.06749294502191426	0.1147856951011857	0.05378497218414769	0.1432074808560459	-0.026971969752205158	0.02791429922915333	0.10380780124498878	-0.01687205540198907	0.07842833826478086	0.04452373156157607	0.016528854710594898	0.1184720463017212	0.12504589833082258	0.10978614664558606	0.11434088421900186	0.10042089425600319	0.05949548105285329	0.11119673522272529	0.005816820903566418	0.02760078584624279	0.06742078661641851	0.024006020409757634	-0.010390347639508937	0.09123337589575523	0.10451983624762327	0.0285834512153411	0.02836663700499027	0.05957896196693346	0.09479287829451111	0.12002280674840331	0.04890479036771664	0.03745211720439292	0.06917969962872876	0.07093731982093077	0.12002280674840331
NAGLIPASYN-PWY	-0.011300581326868678	0.026328445761340736	0.03214296283706041	-0.024895008639250954	0.03523137805237563	0.032570973212110985	0.012089193457972673	0.0697175458249379	0.0059999741709809455	0.015609164855253696	-0.056913601380859366	0.029394427050027754	0.02096521997209288	-0.0017756632315004965	-0.009280077437862279	0.002970873298347849	-0.031421616719648895	0.003051906238338436	0.014810185645437488	0.02901438998926622	0.037520646449954606	-0.03871379144564245	0.005517996052874699	0.01931991551121895	-0.01446223948881968	0.014923165143937692	0.018276532188042167	0.05718311778795156	-0.001363910814346659	0.029757924972913904	0.03839668925931093	0.016101076298298996	0.0234869496525363	-0.0016789485295865924	0.022263196995504952	0.012745732170248221	0.04443299728779723	0.03708424904859002	0.057909069238598475	-0.009981413892938502	0.013018301195440252	-0.05533338387531856	-0.021085920848216286	0.01079921660048025	0.008112421244466683	0.025437590607057158	-0.020988338733725496	0.03083932186315815	-0.013888915782644921	0.05070713520025921	0.04021062106923321	0.024058771973467518	0.04228684521483819	0.03560950654314814	-0.04324836292677053	-0.022645218786478412	-0.0020207554826794575	0.022446753663820148	-0.0008579959982224172	0.01763266465781364	0.01376214244227264	0.07025142848969636	0.009794617097233132	0.0017773063141519256	0.027973467066030978	-0.01639643432906723	0.00804016704158537	0.037274403069390324	0.012665372922372044	0.0010596064356580093	0.050680594247024986	0.005772678780484898	-0.0025675649669556913	-0.014622780713967458	0.032626483080830875	-0.019477092356113727	0.02915153705904756	0.03717991444884013	-0.019701916017127674	-0.011489614227086	0.01900512256988171	0.03677033526381592	-0.004321807939753463	-0.042216449890471214	0.029143411683694033	0.04103974218728673	0.03667103111839062	-0.012978980328118	-0.0036690210146709504	0.05429625885228331	0.001966451607445289	-0.01193779517925201	-0.045852449151026764	0.027406315608996434	-0.007800882452254836	-0.008547610942446358	-0.012411153248149514	-0.02489078557063481	0.008498293785754923	-0.007800882452254836
NONMEVIPP-PWY	-0.025298828016188584	-0.046475637904183645	-0.011178884052736822	0.02548749410223289	0.007559900869081106	-0.02870432166121098	-0.00928622806149176	0.01776098526414463	0.05093125000624895	-0.028365495873110245	-0.04090713630709613	-0.08561939869591823	0.00021657771730897608	-0.08238954443625575	-0.04962948308355537	-0.005866734363578691	-0.05047868391318738	-0.10369202957302553	-0.00883189797234259	-0.004467198289826336	-0.1055313928094992	-0.055275244235386496	-0.02421939987284731	-0.02485239055739153	-0.013839496524518328	-0.08393335971265554	0.011026960014035319	0.02453193810368737	-0.02587785141195544	0.01872200864157053	0.03632125260547651	-0.03302102026970143	0.015130604969985442	-0.01990656415526728	0.06756409230977474	0.016380388601416593	-0.06135290690542278	-0.022440146204044335	0.013609602138383175	-0.039445712198150365	-0.005468114934891933	-0.1302101401255916	-0.060598354097541426	0.06157487359160903	0.03998063221000326	-0.03409546562768348	-0.08130746668573927	-0.05975309151007148	-0.04453069425395165	-0.09392563780660669	-0.0183348814145091	0.013750757680379538	-0.01438890718305189	-0.06528535107754023	-0.07206915429870463	-0.0657291527491546	-0.018268268507802558	0.03501885757914524	-0.03377582037932866	-0.03777392334372905	-0.06223231009702763	0.016419932952268405	0.005258849258633335	0.032573044740201854	0.05622429833430576	0.03418918147118301	-0.032671684605818554	0.00203073013635298	0.03483757388217728	-0.024866659320956087	-0.08562407521802934	-0.057994901632998946	0.007402841765157144	0.010986216597891455	-0.014530114803511138	-0.032749205909741924	0.008741829510067247	0.02218262210033113	-0.007772919515778452	-0.008470761817916318	0.09038408215042884	-0.009345271150114865	-0.047668373093607656	-0.09943934028153276	0.07179113677996332	0.05302246855342646	0.03188970711966705	0.04309992276219836	-0.00982452014480866	-0.010705322524524793	-0.046184976978570505	-0.020855065894557576	-0.03339785285226238	0.03639966753256705	0.04557165916039405	-0.035720796710758	-0.0875982040468367	-0.020841029588035468	0.009945756667648286	0.04557165916039405
NONOXIPENT-PWY	0.051388975377798435	-0.05649444778519374	-0.046512138418103546	0.008542182553404729	-0.058333644940036705	-0.022648646998222197	-0.011293867733462458	-0.048869293376254404	0.0004166957584076965	-0.08398904574024905	0.014202221869885404	-0.012816142869439552	-0.0059337175970590565	-0.027721835167109986	0.036864954264060494	-0.014180902576558825	-0.07620813725327108	-0.014160902398849526	-0.07671595993528078	-0.10724501433369187	-0.07152473520647712	0.017473921631735903	-0.06656447777672744	0.003038144235810092	0.0017177795798667972	-0.04326782072201293	-0.03394053883469897	-0.021315983131319553	-0.04526962148081886	-0.030009164875960035	-0.03541217022478293	-0.05159246642564371	0.0487125192395057	-0.10748013185571002	-0.013659199079949138	-0.006422862866234005	-0.09594648897261021	-0.040897415123538734	0.013606800920896793	-0.02560479956076335	0.0015226896778430556	-0.037928732428081285	-0.0018353288582788944	0.013246654763118766	-0.06987628433767207	-0.04604755424689329	-0.050246091128987855	-0.044634043046742095	-0.015516490799223272	-0.11138244121110237	-0.04216980459969977	-0.06033839523210737	0.027945501072201596	-0.04391468778459437	-0.03035358456267427	-0.05993530022453343	-0.029839535858568588	-0.023496619042612115	-0.03201191854230496	-0.010710243566314039	-0.028264353205593735	-0.054332706794061485	-0.06465924603857513	0.00873746163456371	-0.0830624648372071	-0.0854781355313091	-0.032943204485073964	-0.05014244472443921	0.019329373417699	-0.0631272456503046	-0.07997557568435887	-0.11454601082020417	0.0203400952435184	0.011872268981343968	-0.08200076621045414	-0.049178757981549595	-0.048780619630675835	-0.0714166608046575	-0.007909283611109404	0.029657444175526983	0.01720961126507117	-0.07460067722703993	-0.05163603929391466	0.008080419237949676	-0.030183809631814353	-0.02722138757992212	-0.03381429839752547	-0.05088560241444006	-0.07064531706938601	-0.0013113109651474127	-0.12111287969369743	-0.04284343874404692	-0.02450154973031277	-0.03992671515106936	0.031808228700264916	-0.0441147835245142	-0.026131243182889993	0.010804534392854491	-0.01352428531860604	0.031808228700264916
OANTIGEN-PWY	-0.030107892056834572	-0.06909583880091004	-0.022426595706547547	-0.020627167554784644	-0.025259147088589996	-0.02527500207732903	-0.016259295939940407	0.024930966913600208	-0.022895801888249908	-0.05072704270566773	0.0007337034126312893	-0.08823803587397801	-0.021750618354338017	-0.005892749252158932	0.022388568318812682	-0.025994137045513396	0.002755092266575376	-0.07532845987705464	0.008593754254184367	0.017356521587429175	-0.07678768326618973	0.01721022500441959	-0.04962724655931576	0.017082116486613143	-0.027063839204514578	-0.026128057637353187	0.00028696467050160385	-0.03831012265914597	-0.001742597109997189	-0.03995732132748807	-0.0158383590895381	-0.09087565472999021	-0.00015579031364023783	-0.04446191914114368	0.020135795279854093	-0.016102926848335253	-0.009734401333110172	0.011414016216892323	0.01370337668571621	0.020176220867681727	-0.008991486467934354	0.016639182114611937	0.04562935379529081	0.03746698373769797	0.005952185311078391	-0.027304004483214246	-0.015177395861448468	-0.07464283392186316	-0.0023602256145588874	-0.1309100196264337	-0.03466379024543676	0.009366932049180174	-0.045401375668348794	-0.02159548088715436	-0.021601276204531315	-0.03387971940274065	-0.005716086755824498	0.010712725745375773	-0.025298580659885512	-0.042003476752615246	-0.032791683711809544	-0.07988999992468772	-0.010077888573392655	-0.035218248212926156	-0.04156579005949877	-0.014856578099292124	-0.031954739956470385	-0.04646781405525612	-0.0618907927405934	-0.006448981081634503	0.0018005844845714054	-0.06613272427670827	0.035800446309589555	0.04132754631080875	-0.08673308813178136	0.041480152866331534	-0.05145291474338435	0.029961113791878175	-0.023369432944120576	-0.003821883311280899	-0.057418381117517486	-0.03694270298133427	-0.025152435450432206	-0.02216284553494401	0.056519477512911885	-0.049528134115505655	0.023150105648439216	0.05328562226561199	0.038830184881536674	-0.020016706070694015	-0.03127671807309952	0.010340170587296771	-0.05583953296868725	-0.0033902069131890667	0.007459857792159607	-0.0013116530689939634	-0.0315460863010808	0.010352235468860573	-0.044422907221206114	0.007459857792159607
ORNARGDEG-PWY	0.07154124499599133	-0.027622663278832636	-0.044519500121193364	-0.03297747657442524	-0.027268187682566364	0.14649419290982874	-0.023445702977727325	-0.010943767768270267	-0.043527595319330786	0.011201233314793753	0.011731425035253415	0.0323356841846577	0.008589177304106752	0.06806629248547012	-0.016736973358355656	-0.028459163947803214	-0.04827731276921085	0.039629348720539505	0.045758549042660045	-0.04821467210416543	-0.03583113650574169	0.012518657936658767	-0.0371034677159822	0.04034677220760609	0.009231235962374603	0.08418766998980037	0.039743401216349936	-0.009474080338846327	-0.07832595524456143	0.10992505871009764	0.057567582628982844	-0.07029181118634541	-0.09584637084180173	0.05847894288125233	0.08756617596259057	0.059044170376967894	-0.09005578889592629	-0.0058950616069902454	0.03765792792196182	0.0029843022190106784	0.07656491815977048	0.06512989519457561	0.07753921652967422	-0.032418654603963565	0.11306614133204196	0.07082903963373767	-0.0014333054106949713	-0.0227732897162425	0.026646532280854868	-0.022521019853890524	0.09560112456985607	-0.0055918673151229125	0.059314089115333646	0.0574098947503857	-0.05814522577308249	-9.266343959749967e-05	-0.027259883118989952	-0.05054028107524111	0.09252305311303143	0.09772875204669328	0.016919551028462737	0.030632599596580982	-0.07724018560892679	-0.008319263603115924	-0.013700646688394935	-0.0812023887376818	0.0729634345620182	0.065664092173495	0.017791343350688257	-0.012487239642220314	-0.021081821597281142	0.006738948533299832	0.04922577183088239	-0.10833512085472506	-0.024548282366634547	0.002787763702534101	-0.044816008757524985	-0.0718078988729645	-0.055802968867690435	0.0354566806214473	-0.06349250881325763	0.07023063445941662	0.05143780993443647	0.01681878906396209	0.02279383073310181	0.029179430521078038	-0.005009668009756636	0.06478777024345524	-0.04207180473289617	0.10291139779692328	-0.04331625382439325	0.015160299927390037	-0.04888822290723448	0.09005628505171319	0.053404946784192574	-0.014335214637293966	0.04971545936384794	-0.026981669271246612	-0.04884726468898237	0.053404946784192574
ORNDEG-PWY	0.07516053333511095	0.016877087871460996	0.006630028694313937	0.0573909306044353	0.06455284190321717	0.1532458292202355	0.0595898028260714	0.13690191961646894	0.08896455597978357	0.17903814228321616	0.11175542923936786	0.0014475702059475613	0.0993149190928463	0.0905822200701275	0.03450317290595316	0.05884580246132792	0.09028767362830646	0.07030539088807025	0.058360128137442915	0.11153797849710503	-0.029976036737837122	0.16841435860123716	0.053918226061987665	0.07130565765349935	0.14919305239643793	0.10727811910378762	0.015780922384127392	0.16128385299953923	0.010487779004469839	0.13736996677026592	0.10097436605692886	0.05863978850552008	-0.035937929228327475	0.008057368708684905	0.12576904699705113	0.13966358689110372	0.07963948509178609	0.017598136694222475	0.07116526331836205	0.02592762893635561	0.14644141845640168	0.09159316051823602	0.0375355934702315	0.11617708744936314	0.10807262706672194	0.05184189729394808	0.09235586300887798	0.16563103047652666	0.11990290958048484	0.0947043325819064	0.11299311138619297	0.12402848781951818	0.08540872086942489	0.05182520485704491	0.07502342795932081	-0.0037541256580263995	0.05629276797059693	0.005507681569222314	0.13559780678155645	0.12250348026259655	-0.0080043552861457	0.12337784507958914	0.06896331899036386	0.08958675322304127	0.16678946394262725	0.05962613929387653	0.08405698470848565	0.09290761104859012	0.06586542138763374	0.08291220326323066	0.19343141526405427	0.09602031771554953	0.029219288587660226	-0.017012590826299436	0.08966636158616273	0.02523750799574465	0.05489868836737673	0.014779414979592615	0.03306587451426263	0.07318357758151443	0.08818082800347564	0.06343379399772693	0.00796826214142407	0.05243905215117666	0.002547010291185007	0.1344184626261608	0.06078769879386861	0.08972687981921705	0.09768229964998638	0.14075850575268956	0.06925616801812705	0.030615325513225013	0.036195990308593176	0.13695054406046567	0.08997772092403035	0.11536622108336339	0.08487191980437338	0.13934869469714253	0.14892408614619684	0.08997772092403035
P101-PWY	-0.04109012486673131	-0.12354097418572217	-0.16853642065210409	-0.08787818675446821	-0.046955417345894944	-0.09862269116407703	0.017172843660057804	-0.13408257082765132	-0.09040547070387668	-0.11069890017926104	-0.07311003299958109	0.08011721381087615	-0.059248036081868516	-0.028696261950437747	-0.0216279332148903	-0.15255382446588242	-0.09553761258386725	-0.07842491445504934	-0.0932066952200949	-0.16812617310559355	-0.11135654382275689	-0.13976334475245447	-0.1405804689241441	-0.11740830017768211	-0.18073337356673863	-0.13859975471759337	-0.08244420972558975	-0.09534829746415723	-0.14919184662181745	-0.02691216672369319	-0.09396380726353096	-0.08319988845082477	0.060755004606521223	-0.10491643372941643	-0.14714433506021918	0.02231679137064693	-0.11343533307377261	-0.06683252782110452	-0.1610164675943758	-0.181348613552318	-0.10336867999792836	-0.1549177667716966	-0.08744714436710105	-0.21421114926568938	-0.11965223052730668	-0.10357590526405276	-0.13939314928291588	0.021175196417499074	-0.15256649728335117	-0.0420006304850757	-0.0937636445105791	-0.03289334818374308	-0.07423941918789763	-0.09240909738346012	-0.12373393527055032	-0.11619520720967647	-0.07860584974108704	-0.11791505011198485	0.007356842287098045	-0.05393052950151936	-0.10234266729998956	0.03157456030772001	-0.08520391005897551	-0.06092426330523999	-0.04933527330189412	-0.12648414251122592	-0.06945473474703794	-0.05895158046285386	-0.09388966501128265	-0.1404129164616247	-0.21395829068367814	-0.03594868252359385	-0.17077365592042215	-0.076803449321899	-0.017910676033224007	-0.09955893802430942	-0.07856829849966937	-0.05903227038438713	-0.13049853927790023	-0.06506041658323598	-0.007371249180776333	0.026471432347849055	-0.0009985139460948669	-0.10750775205112247	-0.0042025849897072	-0.009489344872998127	-0.1894754707578312	-0.0712616843163486	-0.18361377695140885	0.021387050246243017	-0.1421507659083164	-0.08373754541811358	0.01175687274301661	0.07250555573859226	0.01147385248581556	-0.18171035798050633	-0.033665416682533776	-0.05325188189466243	-0.023134548298929702	0.01147385248581556
P105-PWY	-0.02501353150178151	0.06410290043211865	-0.03545668324266888	0.002825027488709319	0.01258415228472202	0.05833356387967483	-0.034115057330775925	-0.014766656723090273	-0.014062120332817044	0.047601552952492944	0.022880966778557804	0.02960733355078859	0.0624364832669319	0.0491689697521004	0.022913697574022306	-0.0025705119123204984	0.03932696972353944	-0.0042480190236066	0.006932497347568101	0.021770219739706345	0.05565020556029527	0.043263209844680205	-0.011221261798209807	0.003104690827015605	0.027390764118442736	0.01377113123919558	0.008210970103200047	-0.03236216346224585	0.05806032795196325	0.02563284411767738	-0.008756474028629566	0.02604077190159479	-0.0225712126140708	0.09580011816939836	-0.008953674559436737	0.05563053137886321	0.11846792315327541	-0.018529662088645604	-0.04246166396471802	0.013665467298086643	0.007235436871234125	0.07629520848758155	0.061552294758182434	-0.04474167804072246	0.02402960981397198	0.014319513603660784	0.07230380023090818	0.0312180623824439	-0.03865857530404094	0.057761234915758776	-0.016777477324771955	0.011999540905759418	-0.014615250568814476	0.05026789547941007	0.01397152658360512	0.09683343344970416	-0.016109283614892684	-0.0140514280488979	0.05977479822893568	0.005181881878505113	0.05778767663852982	0.029528745913875613	0.03950391454113346	-0.016018133482513963	-0.021519147677594073	0.038511246954935074	0.04643849421926975	0.05511427725362373	-0.01572657387730057	0.05911815809524721	0.02552078025804204	0.04214528545488976	0.00973101476469591	-0.02870380786106204	0.06340546638841078	0.06829825541355201	0.004833500781078585	0.04993398372988757	0.026101852791541195	-0.0018851559747080956	0.019667825858107654	0.03166904626572105	-0.01386063585106459	0.07082080340785928	0.03066423374163257	0.021953357424537603	-0.030028003857350143	0.007549799621737052	0.0387155968599156	-0.013141910856467116	0.0638329034545647	0.07931760587173257	0.09165501722338128	0.017487760956953976	-0.03239283538189715	0.05865887748073669	0.061952484111316784	0.0657249047922328	0.01581072432672432	-0.03239283538189715
P108-PWY	-0.008596339543187902	0.019511861657713396	4.144868500030229e-05	0.002609184797745329	-0.03484669787767778	-0.042417266711857235	-0.00615112493135443	-0.052578082216977004	-0.01768321580521365	0.0008058971526444921	0.0014631961403118068	-0.0006963701611575863	0.02362683173357924	0.026636112526276994	0.05200916779311187	-0.04811591728476065	0.027878694359440417	-0.012487530424870113	-0.0141157797323258	-0.005142057089959513	0.009686696076791342	-0.005441446012918269	0.02367492572024526	0.016579108934566815	-0.02683241290642366	-0.01212665964545399	-0.03657524411923989	-0.029097645253612733	0.015265419564424062	0.03569825558760267	-0.01707501950738707	0.01799823936934284	-0.02008730004020967	0.01367180048438918	-0.05591962545639479	0.05020146351858918	-0.02758165708103072	-0.025598474030082474	-0.017119309355096698	-0.0042559131802152785	-0.038533168157105335	0.01837016284800934	0.03650221480779679	-0.03340347508974173	-0.010816261567499236	-0.01535693192825842	0.0021701549017124674	-0.010663762524611644	-0.0008407051045982258	0.011100918064711566	-0.04579237250540963	-0.005931388082683372	-0.005867087506033482	-0.023453734133487225	0.02793839304926175	0.0592572419597591	-0.03657713507386925	-0.04335142538029706	-0.01154638372607613	-0.037685508045848054	0.03551036168560399	-0.02761345052302565	-0.005735553109362683	-0.017173307345427664	-0.03234144903315423	0.017583252841786908	-0.0036978048160487284	-0.030600256154482967	-0.020643980804463658	-0.03948286867505314	0.008242726532510194	-0.01721772211143984	-0.016500208210920426	-0.0021882010004225768	-0.038019811263540815	0.028873910536955993	-0.01061233891222302	0.019796832269284234	0.046069647079472954	0.016903947613976747	0.01683641436410892	-0.0566145260950772	-0.01887549000964749	0.018069873361377845	-0.03283185975038929	0.003427998698323252	-0.039520605225302846	-0.047182181344724204	0.01600663478290027	-0.009638497669666771	0.0074781532448382005	-0.027323814008241812	0.022115690366508563	0.02344368904276815	0.004779600320029473	0.0033470904218348674	-0.009301299506230726	0.019977124801203328	0.004914870786753775	0.004779600320029473
P122-PWY	-0.08654857462675429	0.01564382441389591	-0.018236778937470475	-0.03184914402347973	-0.014969951027830383	-0.04395718174926482	0.008493879040548453	0.021495946700349173	0.02930664244218168	0.016549941314781158	0.05979171005322946	-0.10335657931134674	0.017080374907290415	-0.004861789064895168	-0.018664523560802337	0.06132559229290674	-0.06721638930814403	-0.11997108769012803	-0.10810735524690544	-0.1158982204087593	-0.04269440278878741	-0.03996885512727368	-0.055484839722771025	-0.09847991968305386	-0.0205167413107977	-0.16173364385611544	-0.008282910573067964	0.09024100171509132	0.007606594409203175	-0.04652744007646987	0.020794217922326486	-0.045092279291163655	0.014503398535667717	-0.1058218272935441	0.06651685338878217	-0.08144926082345633	-0.05973253965583497	0.08301357952913653	0.02362381430191892	0.08238335543577908	0.060032441354345885	-0.08060897732095197	-0.05280262965977578	0.019212693903269188	-0.10957045783583086	-0.04290071543330027	0.13193165473091725	0.013484758118893488	0.002120200556138169	-0.05321346209535431	0.029123766252030683	0.08161525064986883	0.012219970622033408	0.012736154933026508	-0.04786135300239417	-0.05709830324985901	-0.006590629166459765	0.004968290297253503	-0.012419131356763076	0.12735210661967372	-0.07701945354987912	-0.032621640485911145	-0.046397130262075544	0.00841850454879513	-0.061330533968408214	-0.03904640335860291	0.00363867785514863	-0.05862259918971464	-0.02975621246012846	0.07019318503495181	-0.09285749510702382	-0.036675885864255756	0.06848453940310596	-0.004747426149979399	-0.03034903611242347	-0.0746242474730943	-0.10050331298902351	-0.10747596626977719	-0.07391313486582131	-0.09349584355931813	-0.0753756789544721	-0.030379257740497944	-0.11062766541085613	-0.02849294332806336	-0.028240166376198462	-0.18414002089091902	0.008111126722371794	0.012848583360557903	0.008804639171963254	-0.0033589331541244937	-0.014985600687479107	-0.061944326620410085	-0.06859217648495178	-0.039050122245804036	-0.05529623508455295	-0.02635766455797094	0.1614474409385504	-0.11589578178716121	-0.07968946866959666	-0.05529623508455295
